rssd9001,bank_name_CR,rssd9348
195634,"DAWSON CTY BK",1249347
195634,"DAWSON CTY BK",1131358
195773,"FIRST MUTUAL BK SB",1094369
195867,"FIRST NB OF CENTRAL CA",1029884
196257,"FIRST ST BK",2516859
196350,"FARMERS & MRCH BK",1053272
196350,"FARMERS & MRCH BK",0
196426,"BANK OF NORTHUMBERLAND",2626691
196743,"SECURANT B&TR",2242970
196743,"MW BK",2242970
196743,"MILWAUKEE WESTERN BK",2242970
196752,"TRICENTURY BK",2723862
196752,"MITCHELL CTY BK",2723862
196800,"MARTHA'S VINEYARD SB",0
196800,"DUKES CTY SVG BK",0
197142,"SPRINGFIELD ST BK",1119365
197254,"FIRST NB",3391642
197254,"FIRST NB",0
197254,"FIRST NB OF SPEARVILLE",0
197302,"EAGLE BK",0
197357,"SAINT STEPHEN ST BK",2011804
197478,"EAST WEST BK",2734233
197478,"EAST-WEST BK",2734233
197517,"FARMERS & MRCH NB OF BRIDGETON",1118313
197571,"RIDGEWOOD SVG BK OF NJ",2732613
197740,"FARMERS SVG B&TC VINTON",1202333
197759,"FIRST NB MN",1128460
197759,"FIRST NB OF SAINT PETER",1128460
197759,"FIRST NB OF ST PETER",1128460
198046,"CSB STATE BK",1134153
198103,"GRANITE SVG BK",0
198149,"ABBYBANK",3612794
198149,"ABBYBANK",0
198149,"ABBY BK",0
198149,"ABBOTSFORD ST BK",0
198251,"SHERBURNE ST BK",1125919
198345,"BANK OF NORTHERN IL NA",1210413
198345,"BANK OF NORTHERN IL NA",2303808
198448,"AMERICAN ST BK",2356886
198671,"REPUBLIC SCTY BK",1136157
198671,"REPUBLIC SCTY BK",2354417
198747,"FIRST & PEOPLES BK",1095571
198831,"FIRST NB",3387832
198831,"FIRST NB",0
198859,"STOCKTON NB",1060131
198934,"APPALACHIAN CMNTY BK",2468293
198961,"FIRST NB OF BOSQUE CTY",1104110
199052,"FARMERS ST BK",3682537
199052,"FARMERS ST BK",3613504
199052,"FARMERS ST BK",3483127
199052,"FARMERS ST BK",2235598
199052,"FARMERS ST BK",3157343
199137,"WARRINGTON BK",1129515
199351,"FIRST NB",1056170
199351,"FIRST NB OF SUMMERFIELD",1056170
199436,"ALTAMAHA B&TC",1081510
199454,"CITIZENS ST BK OF SHAKOPEE",1246663
199463,"WESTERN BK",1103672
199463,"MYLUBBOCKBANK",1103672
199463,"VAN HORN ST BK",1103672
199762,"SAN BENITO BK",0
199940,"WESTERN SPRINGS NB&T",1357149
200042,"STATE BK WAPELLO",1210785
200435,"WAUCHULA ST BK",1081239
200547,"PEOPLES BK",1098031
200631,"PEOPLES & UNION BK",1094640
200640,"PARK BK",1201363
201049,"SOUTH CENTRAL BK OF MONROE CTY",2810285
201049,"DEPOSIT BK OF MONROE COUNTY",2810285
201049,"DEPOSIT BK OF MONROE COUNTY",1119048
201124,"FIRST NB",1130306
201254,"AMERICANA CMNTY BK",1128705
201441,"DUPONT ST BK",2847236
201441,"DUPONT ST BK",0
201638,"DOUGLAS CTY BK",1082852
201647,"FARMERS & MRCH SVG BK",0
201834,"LAKESIDE BK",2128917
202251,"VINTAGE BK",3254336
202251,"VINTAGE BK",0
202251,"FIRST B&TC",0
202514,"CUMBERLAND SECURITY BK",2909170
202514,"CUMBERLAND SECURITY BK",1071212
202541,"IOWA T&SB",1202119
202550,"EXCEL BK",1427006
202550,"COMMUNITY BK OF PETTIS CTY",1427006
202868,"WALBURG ST BK",1831760
202907,"COMMUNITY BK NA",1048867
202970,"CAROLINE SVG BK",2502049
202970,"CAROLINE SVG BK",1478026
202970,"CAROLINE SVG BK",0
203052,"SENATH ST BK",1920516
203333,"FLAG BK",2650315
203333,"CITIZENS BK",2650315
203418,"SWINEFORD NB",1117129
203575,"CONNEAUT SVG BK",0
203753,"FIRST INTEGRITY BK NA",1843053
203847,"HARRIS BK WILMETTE NA",1231333
203856,"CITIZENS B&TC OF BAYTOWN TX",1103823
204004,"PROVIDENT BK",3133637
204004,"PROVIDENT BK",0
204004,"PROVIDENT SVG BK",0
204237,"BK OF EASTMAN",2453936
204237,"BANK OF EASTMAN",2453936
204237,"BANK OF EASTMAN",1493869
204808,"FIRST SIGNATURE B&TC",3226977
204808,"FIRST SIGNATURE B&TC",0
204808,"FIRST SIGNATURE B&TC",1249785
204826,"FIRST NB IN NEW BREMEN",0
205159,"STATE BK OF SLATER",2895198
205159,"STATE BK OF SLATER",1059957
205243,"FARMERS & MERCHANTS BK",0
205337,"BANKFIRST",1074156
205337,"BANKFIRST",1427118
205346,"FARMERS SVG BK",1207338
205430,"CITIZENS BK",1075911
205430,"CITIZENS BK",1086766
205430,"CITIZENS BK",1138076
205458,"STATE BK OF TAUNTON",3613540
205458,"STATE BK OF TAUNTON",0
205542,"CHEROKEE ST BK",0
205654,"LOS ALAMOS NB",1056161
206156,"BANK OF LAS VEGAS",1060168
206174,"AMBLER SVG BK",0
206567,"CNA TR CORP",0
206567,"CNA TR CORP",1246056
206772,"EASTERN INTL BK",0
206950,"UNION ST BK",1055838
206978,"ONE VALLEY BK CENTRAL VA NA",1074156
206978,"ONE VALLEY BK CENTRAL VA NA",1075201
207041,"FIRST NB OF BROWNSTOWN",2199083
207050,"WEST GATE BK",1061736
207452,"GRANT CTY BK",3636316
207452,"GRANT CTY BK",2012566
207555,"NORTHWESTERN BK NA",1126466
207555,"NORTHWESTERN ST BK OF ULEN",1126466
207564,"PILGRIM BK TX",2098412
207564,"COMMUNITY BK",2098412
207564,"COMMUNITY BK",1417016
207845,"FIRST NAT B&TC",1209042
207845,"FIRST NB&TC BELOIT",1209042
207872,"FIRST UT BK",1027992
207957,"CITIZENS ST BK OF TYLER",1123287
208057,"VERMILLION ST BK",1128581
208169,"BOREL PRIV B&TC",1248078
208169,"BOREL PRIVATE B&TC",1248078
208169,"BOREL B&TC",1248078
208169,"BOREL B&TC",0
208244,"OLD NB",1098303
208329,"FIRST VA BK-SOUTHWEST",1074156
208329,"FIRST VA BK-SOUTHWEST",1071968
208347,"BENTON ST BK",2983246
208347,"BENTON ST BK",0
208440,"FARMERS ST BK",1245611
208459,"STEARNS BK NA",2295837
208619,"BANK LEUMI LE-ISRAEL BM NY AGY",0
208655,"FIRST NB NORTHEAST",1053357
208927,"MERCANTILE-SAFE DEPOSIT & TC",1069778
208927,"MERCANTILE-SAFE DEPOSIT & TC",1072442
208972,"KEYSAVINGS BK",0
209111,"BANK OF MONTREAL NY BR",0
209139,"NEW ASIA BK",2500027
209139,"NAB BK",2500027
209148,"FIRST NB OF CARMI",1098929
209308,"BANCO DE CHILE NY BR",0
209335,"VISION BK",1142336
209335,"VISION BK",2877877
209335,"BANKTRUST OF FL",1138012
209335,"BANKTRUST OF FLORIDA",1138012
209335,"WEWAHITCHKA ST BK",1138012
209335,"WEWAHITCHKA ST BK",2827377
209335,"WEWAHITCHKA ST BK",0
209362,"BANK OF WHITTIER NA",1398692
209447,"CITIZENS BK",1119619
209559,"FIRST NB OF WASHINGTON",1055584
209652,"FIRST NB OF WACONIA",1123915
209830,"PRIMESOUTH BK",2858867
209830,"PEOPLES BK TALLASSEE",2858867
209830,"PEOPLES BK TALLASSEE",0
209858,"INTERNATIONAL BK",2003108
210238,"SOUTHEASTERN BK",1082058
210256,"WADENA ST BK",1123719
210434,"NORTHERN TC",1199611
210443,"CARTERVILLE ST & SVG BK",2527024
210452,"SECURITY HOME BK",2269089
210555,"PEOPLES ST BK OF BLOOMER",2598976
210911,"FIFTH THIRD BK CENTRAL OHIO",1070345
211114,"HYDEN CITIZENS BK",1071539
211338,"COFFEE CTY BK",1083091
211347,"AMCORE BK MONTELLO",1208661
211543,"CORWITH ST BK",1203031
211628,"FIRST NB",1982055
211628,"FIRST NB OF SLIPPERY ROCK",1982055
211851,"SECURITY ST BK OF WANAMINGO",1135271
211954,"FIRST NB",1105751
211954,"WESTERN AMER NB",1105751
212018,"FIRST NB OF MIFFLINTOWN",1132896
212120,"CENTRA BK SMITHFIELD",2856498
212120,"SMITHFIELD ST BK",0
212335,"FARMERS BK",1081314
212335,"FARMERS BK",0
212344,"CITIZENS ST BK",1210301
212456,"STATE B&TC",1107157
212465,"UNION BK NA",2961897
212465,"UNION BK OF CA NA",2961897
212465,"UNION BK OF CA NA",1231780
212513,"MIZUHO CORPORATE NY BR",0
212513,"MIZUHO CORPORATE PARK AVE BR",0
212513,"FUJI BK NY BR",0
212522,"SOMERSET TC",2914857
212522,"SOMERSET TC",1069778
212522,"SOMERSET TC",0
212979,"CENTRUE BK",2632898
213015,"INTESA SP PARK AVE BR",0
213015,"SANPAOLO IMI SPA NY BR",0
213015,"SANPAOLO IMI BK NY BR",0
213015,"ISTITUTO BANCARIO SAN - NY BR",0
213202,"BANCA COMMERCIALE ITALIA NY BR",0
213538,"BANK OF ABBEVILLE & TC",0
213864,"ANTELOPE VALLEY BK",2343644
213903,"NMBT",1033872
213903,"NMBT",2581857
213912,"APPLE CREEK BKG CO",1248993
213921,"BANK OF ABBEVILLE",2577560
213958,"CITIZENS ST BK OF WAVERLY",1139699
214067,"WINDTHORST NB",1104558
214106,"BANK OF GREENE CTY",0
214106,"BANK OF GREENE CTY",2728595
214151,"WELLS FARGO BK TX NA",1120754
214414,"FARMERS & MRCH ST BK",1134630
214553,"AUSTIN CTY ST BK",1831760
214571,"PEKIN SVG BK",2592460
214647,"CISNE ST BK",1098161
214647,"CISNE ST BK",0
214722,"CHESAPEAKE BK",1075881
214807,"DEUTSCHE BK TC AMERICAS",1242423
214807,"BANKERS TC",1242423
214807,"BANKERS TC",1032473
214843,"FIRST NB IN CRESTON",1978713
215112,"OVERSEA-CHINES BKG CORP NY AGY",0
215130,"NATIONAL REPUBLIC BK CHICAGO",3232688
215130,"NATIONAL REPUBLIC BK CHICAGO",0
215251,"STATE BK OF DRUMMOND",1129243
215345,"MANUFACTURERS B&TC",2269977
215354,"MERAMEC VALLEY BK",1097137
215363,"BYL BK GROUP",2611101
215523,"OAKWOOD DEP BK CO",0
215523,"OAKWOOD DEPOSIT BK CO",0
215653,"WELCOME ST BK",1126073
215662,"AMERICAN BK CMRC",1107193
215710,"JUNIATA VALLEY BK",1117512
215756,"NORTH HOUSTON BK",1130780
215756,"NORTH HOUSTON BK",0
215952,"FIRST NB OF STRATTON",1054158
216100,"METROWEST BK",0
216164,"FIRST ST BK",1133044
216230,"FIRST NB NW FL",1246784
216230,"FIRST NB NW FLORIDA",1246784
216230,"FIRST NB NORTHWEST FLORIDA",1246784
216230,"FIRST NB NORTHWEST FL",1246784
216258,"CONCORD BK NA",0
216258,"ASIAN AMER NB",0
216445,"BADGER ST BK",1245675
216632,"COLUMBIA BK",3058516
216632,"COLUMBIA CTY BK",3058516
216632,"COLUMBIA CTY BK",0
216717,"UNITED OVERSEAS BK NY AGY",0
216829,"JAMES RIVER BK COLONIAL",2314233
216922,"FIRST BK",1076431
216968,"TIMBERLINE CMNTY BK",1972533
217059,"WHITE ROCK BK",1126028
217059,"WHITE ROCK ST BK",1126028
217237,"STATE BANK INDIA CHICAGO BR",0
217237,"STATE BANK OF INDIA-CHICAGO BR",0
217479,"DESTIN BK",2489234
217620,"FIRST NB",1137985
217947,"FIRST BK OF HUNTINGBURG",1132654
218131,"CITIZENS BK OF BLOUNT CTY",1082478
218261,"ZAPATA NB",1107223
218757,"BLOOMBURG ST BK",0
218775,"UNITED-AMER SVG BK",0
218832,"UNIVERSITY NB",1200302
218850,"STATE BK OF ODELL",1051054
218878,"SECURITY BK S B",0
219026,"FIRST CMNTY BK OF SALTVILLE",1074156
219044,"COLLINS ST BK",1399783
219138,"GORDON BK",0
219259,"BLANCO NB",3174005
219259,"BLANCO NB",0
219343,"BANK OF EDWARDSVILLE",2066868
219651,"CARLSBAD NB",1131527
219857,"WINTHROP ST BK",1126297
220040,"FARWELL ST SVG BK",0
220059,"WINONA NB",1133660
220059,"WINONA NAT & SVG BK",1133660
220433,"BANK OF SPALDING CTY",1357091
220527,"PEOPLES BK",2818245
220527,"PEOPLES BK",0
220545,"MONROE BK",1210299
220545,"MONROE CTY BK",1210299
220554,"FIRST ST BK OF N TX",0
220554,"FIRST ST BK N TX",0
220844,"DENVER SVG BK",1210468
221364,"BANCA INTESA SPA LA AGY",0
221364,"INTESABCI SPA LA AGY",0
221364,"BANCA CMRL ITALIA LA AGY",0
221476,"FIRST B&T SB",2971261
221476,"FIRST B&T SB",0
221533,"UNION PLANTERS BK OF THE LAKEW",3242838
221533,"UNION PLANTERS BK OF THE LAKEW",1094369
221579,"COMMUNITY FIRST BK",0
221654,"STATE BK OF YOUNG AMERICA",1123915
222053,"BC NB",1064045
222147,"CITIZENS BK",1205688
222156,"FIRST ST BK OF WYOMING",1128554
222446,"DENMARK ST BK",1209789
222558,"BANK OF BAKER",1128264
222754,"FIRST WESTROADS BK",1840687
222932,"BANCO COLPATRIA RED MU MIA AGY",0
222932,"BANCO COLPATRIA RED MULTIBANCA",0
223005,"PUTNAM SVG BK",3152003
223005,"PUTNAM SVG BK",0
223238,"JOHN WARNER BK",1119682
223238,"JOHN WARNER BK",1204739
223238,"JOHN WARNER BK",1840481
223322,"FIRST B&TC",1988646
223331,"MIDSOUTH BK NA",1086654
223331,"MIDSOUTH NB",1086654
223434,"BANCO BILBAO VIZCAYA MIA BR",0
223434,"BANCO BILBAO VIZCAYA MIA AGY",0
223434,"BANCO BILBAO VIZCAYA SA MIAMI",0
223452,"PEOPLES BK",1097995
223658,"WINTERSET ST BK",1063084
223751,"BELT VALLEY BK",0
223845,"DANVILLE ST SVG BK",1250464
224178,"ESB BK",0
224338,"SUNTRUST BK NORTHWEST FL",1131787
224338,"SUNTRUST BK WEST FL",1131787
224552,"ALMENA ST BK",0
224637,"COASTAL BK",1083671
224655,"BREMER BK NA",1121340
224749,"KNISELY BK",1136782
224749,"KNISELY NB OF BUTLER",1136782
224954,"HEADWATERS ST BK",1127351
225054,"ANDOVER ST BK",1063048
225157,"ULTIMA BK MN",1127276
225166,"CENTENNIAL BK",1029071
225241,"STATE BK BURNETTSVILLE",2634221
225250,"CITIZENS NB",2233950
225335,"STATE BK COUNTRYSIDE",1204814
225531,"CREDIT LYONNAIS MIAMI AGY",0
225540,"COMMUNITY FIRST NB",1246766
225559,"BANK OF BARTLETT",1097249
225728,"CITIZENS SVG BK CO",1071454
225773,"FIRST SVG BK",0
225773,"FIRST SVG BK NORWOOD",0
225942,"HERITAGE BK",1205594
226033,"BNP PARIBAS MIAMI AGY",0
226033,"BANQUE NAT DE PARIS MIAMI AGY",0
226051,"BANK OF BOLIVAR",1493654
226051,"BANK OF BOLIVAR",1097164
226640,"F&M BK-ELKHORN",1205688
226640,"F&M BK-ELKHORN",1204805
226640,"COMMUNITY BK ELKHORN",1143865
226659,"FIRST ST BK",1054390
226734,"PEOPLES ST BK",1247334
226734,"PEOPLES ST BK",1416457
226752,"UNITED BK NA",1884122
226855,"TEXAS NB",1831760
226930,"GRAND NB",2441559
226949,"GRAND RIVERS COMNTY BK",0
226949,"FIRST ST BK",0
227151,"UNION ST BK",3094121
227151,"UNION ST BK",1064193
227179,"SKAGIT ST BK",3438097
227179,"SKAGIT ST BK",0
227357,"BRENHAM NB",1108789
227405,"FAIRFIELD CTY SVG BK",0
227517,"UNICREDITO ITALIANO NY BR",0
227517,"UNICREDITO ITALI NY BR",0
227638,"ROYAL BK OF CANADA MIAMI BR",0
227638,"ROYAL BK OF CANADA MIAMI AGY",0
227656,"BRIGHTON BK",1140248
228000,"FRANKLIN SVG BK",2596758
228055,"FARMERS SECURITY BK",1126523
228130,"BANCO ATLANTICO SA MIAMI AGY",0
228158,"FIRST MIDWEST BK",2321594
228158,"FIRST MIDWEST BK",2482888
228345,"STATE BK NEWBURG",3089314
228345,"STATE BK NEWBURG",0
228952,"FIRST NB",2256034
228961,"LIPPO BK",1118797
228961,"LIPPO BK",0
229146,"PEOPLES TC",1209109
229146,"PEOPLES TC",1140220
229342,"STATE B&TC",1202258
229427,"CITIZENS NB",1069778
229427,"CITIZENS NB",1072442
229454,"FIRST ST BK",3306561
229454,"FIRST ST BK",0
229641,"INDEPENDENT BK",1201925
229650,"WALHALLA ST BK",1123773
229801,"VALLEY NB",1048773
229913,"MIZUHO CORP BK USA",3185355
229913,"MIZUHO CORP BK USA",2904166
229913,"FUJI B&TC",2904166
229913,"FUJI B&TC",1238770
229940,"FARMERS EXCH BK",3153215
229940,"FARMERS EXCHANGE BK NESHKORO",3153215
229940,"FARMERS EXCHANGE BK NESHKORO",1210673
229959,"FARMERS ST BK OF JETMORE KS",0
230254,"FIRST NB OF CRYSTAL FALLS",1133697
230357,"FIRST ST BK OF MIAMI TX",1407017
230366,"CITY CMRC BK",0
230423,"FIRST CITIZENS NB",0
230508,"LUZO CMNTY BK",1136278
230535,"BANKEAST",3234600
230535,"BANKEAST",0
230535,"CITIZENS BK OF GAINESBORO",0
230535,"CITIZENS BK OF GAINESBORO",1085796
230553,"MOUNTAIN ST BK",1061213
230610,"HOCKING VALLEY BK",2170868
230731,"JACOBS BK",1078332
230740,"FREEDOM BK",2114938
230740,"STATE BK SEATON",2114938
230740,"STATE BK SEATON",0
230759,"INTERNATIONAL BK OF CMRC",1104231
231149,"SECURITY ST BK",1210730
231242,"AMERICAN CHARTERED BK",1401109
231279,"CHESTER NB",2434104
231336,"FIRST NB MCHENRY",1204065
231961,"BANK OF SANTA CLARA",1136531
231961,"BANK OF SANTA CLARA",0
232258,"JAMESTOWN ST BK",0
232548,"MADISON B&TC",1069125
232744,"FIRST ST BK IA",1209211
232744,"FIRST ST BK IA",1201167
232744,"FIRST NB IN NW HAMPTON",1201167
232744,"FIRST NB IN NEW HAMPTON",1201167
232847,"FIRST ST BK SHANNON-POLO",1209985
232856,"TEXAS BK",0
232856,"TEXAS BK",2841243
232856,"TEXAS BK",1139260
233022,"CHAMPAIGN NB",2222495
233022,"CHAMPAIGN NB&TC",2222495
233031,"REGIONS BK",3242838
233031,"REGIONS BK",1078332
233116,"ERSTE GROUP BK NY BR",0
233116,"ERSTE BK OESTERREICHISCH NY BR",0
233125,"TWENTIETH STREET BK",1076262
233246,"FIRST CMNTY BK",2382335
233358,"CITIZENS NB",1103373
233442,"IUKA ST BK",3217180
233442,"IUKA ST BK",0
233451,"BYRON ST BK",2249410
233527,"PAGE VALLEY BK",1426960
233554,"WESTERN ST BK",1123223
234056,"MCKENZIE COUNTY BK",1124462
234346,"F&M BK NEW LONDON",1205688
234346,"F&M BK NEW LONDON",1204805
234355,"CENTRAL NB",1064429
234506,"NATIONAL BK OF COXSACKIE",0
234645,"1ST INDEPENDENCE BK",1209109
234645,"1ST INDEPENDENCE BK",2484202
234645,"1ST INDEPENDENCE BK",2780342
234645,"INDEPENDENCE BK",2780342
234645,"MARENGO ST BK",2780342
234645,"MARENGO ST BK",2410694
234739,"FIRST VOLUNTEER BK OF TENNESSE",1081716
234739,"FIRST VOLUNTEER BK OF TN",1081716
234739,"VOLUNTEER B&TC",1081716
234841,"NEW ALBIN SVG BK",0
234944,"FIRST TR BK SHELBYVILLE",2856368
234944,"FIRST TR BK SHELBYVILLE",1204766
235017,"MINERS BK",1247718
235017,"MINERSVILLE SAFE DEPOSIT B&TC",1247718
235147,"BANK OF MITCHELL",1132654
235231,"UNION BK",1129542
235259,"CITYWIDE BK OF DENVER",1055007
235316,"ROCKHOLD BROWN & CO BK",2855576
235316,"ROCKHOLD BROWN & CO BK",0
235446,"SHELBY CTY ST BK",1138058
235521,"CITIZENS NB OF URBANA",1142336
235521,"CITIZENS NB OF URBANA",1132346
235530,"RESOURCE BK NA",1207945
235558,"CITIZENS ST BK",1052949
235950,"JOHNSON ST BK",1059724
236050,"FIRST NB",1061718
236050,"FIRST NB OF CAMBRIDGE",1061718
236153,"FIRST INTERNATIONAL B&TC",1135048
236210,"BANK OF JOSEPHINE",1071623
236256,"BANK OF BROOKFIELD PURDIN NA",1022063
236443,"NEIGHBORHOOD ST BK",1965441
236452,"HEARTLAND BK",1099328
236452,"HEARTLAND BK",1963120
236452,"HEARTLAND BK NA",1963120
236452,"HEARTLAND BK NA",2661487
236519,"SECOND NB",1142336
236519,"SECOND NB",1132056
236555,"MFC FIRST NB",1120754
236555,"MFC FIRST NB",1121779
236603,"DELAWARE NB",2263331
236630,"SUNTRUST BK MIAMI NA",1131787
236649,"MERCANTILE NB IN",1231333
236649,"MERCANTILE NB IN",1208755
236667,"NATIONAL BK OF THE REDWOODS",1426997
236706,"PEAPACK GLADSTONE BK",2651590
236706,"PEAPACK-GLADSTONE BK",2651590
236751,"FIRST CMNTY BK",1364071
236751,"FIRST ST BK NM",1364071
236751,"FIRST ST BK TAOS",1364071
236818,"GOLDEN CITY CMRL BK",0
236957,"UPPER PENINSULA ST BK",1129159
236957,"STATE BK OF ESCANABA",1129159
237066,"WEST TX NB",1109834
237066,"FNB BK",1108275
237066,"FIRST NB",1108275
237150,"FIRST FNCL BK NA",1102312
237150,"CITY NB",1102312
237150,"CITY NB",1106039
237169,"SARATOGA NB",1030497
237619,"PIONEER SVG BK",0
237637,"PEOPLES ST BK",3056026
237637,"PEOPLES ST BK",0
237646,"MERCANTILE BK IL",2724645
237646,"MERCANTILE BK IL",1094211
237860,"P T BK NIAGA LA AGY",0
237936,"PEOPLES B&TC",1132298
237954,"IDABEL NB",2107499
238045,"SIDELL ST BK",1133763
238139,"FIRST BK MANHATTAN",1206603
238139,"FIRST NB OF MANHATTAN",1206603
238157,"PINNACLE BK NA",1053302
238241,"FIRSTBANK W MI",1134322
238241,"IONIA CTY NB OF IONIA",1142774
238250,"PEOPLES ST BK",1123821
238371,"MADISON BK",3026551
238371,"MADISON BK",0
238661,"AMERICAN BK TX",1109991
238661,"STATE B&T",2323655
238737,"TERRABANK NA",0
238755,"FIRST ST BK",1833933
238812,"FELTON BK",2429838
238812,"FELTON BK",2482114
239015,"GOTHAM BK OF NEW YORK",0
239042,"COMMUNITY ST BK",2310187
239275,"MACON BK",2427665
239275,"MACON SVG BK SSB",2427665
239323,"WELLS FARGO BK OH NA",1120754
239323,"NORWEST BK OH NA",1120754
239556,"FIRST BK UPPER MICHIGAN",1978414
239613,"FIRST NAT CMNTY BK",2560263
239631,"CITIZENS NB",1248537
239640,"BANK SHOREWOOD",3227965
239640,"BANK SHOREWOOD",0
239659,"FIRST BK",1109544
239659,"FIRST NB",1109544
239752,"FIRST NB",1055696
239752,"FIRST NB OF CHADRON",1055696
239967,"CREDIT SUISSE FIRST BOST LA BR",0
240141,"CITIZENS FIRST ST BK",1071276
240356,"FIRST NB&TC OF JUNCTION CITY",1061893
240459,"STATE BK OF EWEN",2561840
240468,"FARMERS NB",2233950
240954,"FIRST NB",1130191
241009,"FIRST NB OF DRYDEN",0
241157,"VISION BK NA",3292253
241157,"FIRST NB&TC OF ADA",3292253
241157,"FIRST NB&TC OF ADA",1064737
241559,"COLUMBUS B&TC",1060579
241607,"GORHAM SVG BK",3444717
241607,"GORHAM SVG BK",0
241876,"FLEET BK NA",1113514
242015,"TROY SVG BK",2767633
242248,"PACESETTER BK",1200405
242257,"PEOPLES SVG BK OF RHINELAND",0
242275,"CENTRAL B&TC",1082067
242444,"TRI CITY NB",1203974
242565,"FIRST NB",2651826
242949,"FIRST NEWTON NB",1200964
242958,"BAYBANK",2533070
243151,"SUMMIT BK NA",1104080
243151,"SUMMIT NB",1104080
243254,"BANK OF CMRC",2480491
243357,"SUNAMERICA TC",0
243357,"RESOURCES TC",0
243375,"BONNEVILLE BK",1030004
243375,"BONNEVILLE BK",1139028
243414,"FIRST NB",1071258
243414,"FIRST NB OF BELLEVUE",1071258
243647,"EUDORA BK",2806662
243647,"EUDORA BK",1097379
243870,"SEQUOIA NB",0
243955,"PEOPLES B&TC",0
244037,"SLOCOMB NB",2848653
244037,"SLOCOMB NB",0
244055,"BANK OF VAN ZANDT",1895007
244149,"BANK OF ENGLAND",2795083
244158,"FIRST B&TC",1053320
244251,"AMERICAN ST B&TC OF WILLISTON",2632571
244345,"SAND RIDGE BK",1071276
244345,"SAND RIDGE BK",1135365
244514,"HABIB BK NY BR",0
244907,"COMPASS BK FOR SVG",2252858
245016,"HABIB AMER BK",2817930
245016,"HABIB AMER BK",0
245267,"NANYANG CMRL BK SF BR",0
245276,"ORIENTAL BK & TR",2490575
245276,"ORIENTAL B&TC",2490575
245333,"AMSOUTH BK",1078604
245351,"FIRST NB",1056134
245557,"SUPERIOR NB&TC",1495854
245566,"FARMERS & MRCH ST BK",1028038
245856,"FIRST ST BK OF WILTON",2019202
246022,"BANK OF SC",2297701
246059,"MFC FIRST NB",1120754
246059,"MFC FIRST NB",1121779
246134,"FIRST S ST BK",1869987
246134,"FIRST S NB",1869987
246134,"FIRST SOUTHERN NB",1869987
246237,"STATE BK CERRO GORDO",1205923
246237,"AMERICAN BK",1205923
246321,"NATIONAL BK OF FREDERICKSBURG",1069778
246321,"NATIONAL BK OF FREDERICKSBURG",1072442
246433,"CITY FIRST BK",1130650
246451,"CITIZENS BK",1834284
246611,"HACHIJUNI BK NY BR",0
246648,"F&M BK WINNEBAGO CTY",1205688
246648,"F&M BK WINNEBAGO CTY",1204805
246657,"BROTHERHOOD B&TC",1051317
246947,"FIRST NB OF SPARTA",1099421
246956,"ALVA ST B&TC",2942850
246956,"ALVA ST B&TC",0
247140,"OREGON CMNTY B&TC",1207516
247140,"COMMUNITY NB",1207516
247355,"SECURITY ST B&TC",1107308
247449,"CITIZENS ST BK",1245460
247476,"ROANOKE RAPIDS SVG BK SSB",0
247551,"HIGH PLAINS BK",1062760
247551,"FIRST NB OF FLAGLER",1062760
247618,"PEOPLES CMRL BK",1095571
247645,"FIRST ST BK",1207815
247654,"MFC FIRST NB",1120754
247654,"MFC FIRST NB",1121779
247711,"EAST PROSPECT ST BK",0
247775,"WESTWOOD HMSTD SVG BK",0
247775,"WESTWOOD HMSTD SVG BK",2447391
247805,"GRANITE SVG B&TC",1427574
247908,"KENNEBUNK SVG BK",0
248147,"NEW VIENNA SVG BK",1245741
248147,"NEW VIENNA SVG BK",0
248240,"BANK OF SPRINGFIELD",1247361
248352,"CURTIS ST BK",1060001
248455,"FIRST NB&TC OF WILLISTON",1122057
248633,"FIRST JACKSON BK",2306993
248633,"NORTH JACKSON BK",2306993
248745,"OOSTBURG ST BK",2128944
248950,"FRIONA ST BK NA",2233950
248950,"FRIONA ST BK",2233950
248950,"FRIONA ST BK",2348470
248969,"OCEANIC BK",1241396
249153,"SOUTHWEST ST BK",0
249153,"SOUTHWEST ST BK",1059658
249201,"FARMINGTON NB",1427574
249256,"DOUGLASS NB",1066272
249304,"BORDER TC",1140181
249368,"BANK OF SIERRA BLANCA",0
249416,"UNION NB OF MT CARMEL",1249945
249546,"FIRST CMNTY ST BK",1247370
249555,"FIRST ST BK",1067194
249564,"MERCHANTS NB",2320403
249612,"APPLE BK FOR SVG",3446412
249612,"APPLE BK FOR SVG",0
249658,"ROCKY MOUNTAIN B&TC FLORENCE",1067233
249872,"PARKVALE SVG BK",0
249957,"JEFFERSON CTY BK",2062347
250047,"STATE BK SPEER",3033830
250047,"STATE BK SPEER",0
250113,"TUPPER LAKE NB",2848505
250113,"TUPPER LAKE NB",0
250430,"FIRST ST BK OF THE S",1132289
250430,"FIRST ST BK OF THE SOUTH",1132289
250430,"FIRST ST BK OF LAMAR CTY",1132289
250515,"LANDESBANK HESSEN-THURIN NY BR",0
250850,"COMMUNITY BK",1249570
250850,"COMMUNITY NB",1249570
251008,"VILLAGE B&TC",1130463
251053,"GUARANTY B&TC",1050712
251053,"GUARANTY B&TC",1056693
251343,"SALINE COUNTY ST BK",2318446
251352,"CENTRAL NB",2107789
251352,"CENTRAL NB OF ALVA",2107789
251558,"FIRST NB&TC IRON MOUNTAIN",1416671
