rssd9001,bank_name_CR,rssd9348
251558,"FIRST NB IRON MOUNTAIN",1416671
251736,"MAIN ST B&TC",1203602
251736,"MAIN ST B&TC",2856368
251736,"BANKILLINOIS",2856368
251736,"BANKILLINOIS",2330774
251745,"FIRST NB OF EAST ARKANSAS",1099449
251857,"SECURITY ST BK WISHEK ND",1125517
251969,"SOUTH BAY BK NA",1031681
251969,"SOUTH BAY BK NA",0
252041,"CITY ST BK",2022725
252041,"NORWALK-CUMMING ST BK",2022725
252256,"EAGLE ST BK",1054952
252452,"BANK OF ROTHVILLE",3468209
252452,"BANK OF ROTHVILLE",0
252658,"FIRST ST BK OF KC KS",1056451
252658,"FIRST ST BK OF KC",1056451
252706,"OCEAN BK",1114605
252706,"OCEAN NB",1114605
252706,"OCEAN NB",1130922
252706,"OCEAN NB OF KENNEBUNK",1130922
252836,"FIRST NB OF FL",0
252836,"FIRST NB OF FLORIDA",0
252957,"FIRST BK OF APACHE",2996648
252957,"FIRST BK OF APACHE",1055137
252957,"FIRST BK OF APACHE",0
253253,"MFC FIRST NB",1120754
253253,"MFC FIRST NB",1121779
253262,"CITIZENS BK",1103159
253356,"MOODY NB",1107522
253440,"CAPAHA BK SB",1097285
253468,"RIVER CITY BK",1029482
253516,"GULF INTL BK NY BR",0
253646,"NORTHWOODS ST BK",1204841
253730,"SWEET WATER ST BK",3346745
253730,"SWEET WATER ST BK",1138012
253730,"SWEET WATER ST BK",1407044
253776,"FIRST SAVANNA SVG BK",0
254148,"OAKLAND ST BK",1919060
254214,"COMMUNITY BK NA",1117709
254317,"BANK OF UTICA",0
254504,"CATTARAUGUS CTY BK",3009714
254504,"CATTARAUGUS CTY BK",0
254577,"MERCANTILE BK",2267553
254652,"BANK OF THE WICHITAS",0
254652,"BANK OF THE WICHITAS",1059612
254670,"COLUMBUS SVG BK",0
254849,"FIRST INDEPENDENCE BK",1134564
254849,"FIRST INDEPENDENCE NB DETROIT",1134564
254867,"LOST PINES NB",1995970
254951,"UNITED STATES NB",1102367
255136,"FRONTIER BK",2600730
255136,"FRONTIER BK NA",2600730
255136,"FRONTIER NB",2600730
255136,"FIRST NAT-AMERICAS BK",2600730
255350,"MINERS ST BK",2962344
255350,"MINERS ST BK OF IRON RIVER",2962344
255350,"MINERS ST BK OF IRON RIVER",0
255462,"NATIONAL AMER BK",1031524
255547,"COMMUNITY BK OF TRENTON",3436927
255547,"COMMUNITY BK OF TRENTON",0
255556,"CITIZENS B&TC OF ARDMORE",1064139
255574,"FIDELITY HMSTD SVG BK",0
255659,"BANK OF COLORADO",1053272
255873,"HOME SVG BK",0
255958,"COMMERCIAL ST BK",1059649
256049,"TEXICO ST BK",1132841
256058,"AMERICAN NB",1131853
256067,"SACRAMENTO CMRL BK",2585846
256067,"SACRAMENTO CMRL BK",0
256115,"HONGKONG & SHANGHAI BKG NY BR",0
256179,"UTAH INDEP BK",0
256179,"UTAH INDEPENDENT BK",0
256272,"PROGRESSIVE ST BK",0
256432,"BK CHENOA",1203415
256450,"FARMERS ST BK",1060140
256553,"DACOTAH BK",1121229
256647,"BANK ONE IN NA",1068294
256647,"BANK ONE NA",1068294
256722,"ALLFIRST BK",1242601
256722,"FMB BK",1242601
256964,"FIRST ST BK",1108239
257000,"UNITEDKINGFIELD BK",1130249
257000,"KINGFIELD SVG BK",1130249
257000,"KINGFIELD SVG BK",2071321
257233,"FIRST NB OF TALLADEGA",1135356
257242,"FARMERS B&TC OF M",1098303
257345,"PESHTIGO NB",1210310
257457,"MFC FIRST NB",1120754
257457,"MFC FIRST NB",1121779
257466,"COMMUNITY BK SNYDER",0
257466,"SNYDER NB",0
257653,"FARMERS & MRCH BK",0
257756,"FORT MORGAN ST BK",1066049
257840,"CITIZENS ST BK",1203125
257868,"PANHANDLE ST BK",2634490
258146,"NORTH ADAMS ST BK",1134171
258146,"NORTH ADAMS ST BK OF URSA",1134171
258306,"MILFORD BK",0
258351,"PENINSULA BK OF ISHPEMING",1139121
258379,"TAYLORSVILLE SVG BK SSB",0
258445,"MARINE BK SPRINGFIELD",1823608
258539,"STATE BK CHERRY",1246403
258632,"VERNON BK",1138094
258771,"HOMESTREET BK",0
258771,"CONTINENTAL SVG BK",0
259031,"CORUS BK NA",1200393
259059,"FIRST NB&TC",3675959
259059,"FIRST NB&TC",1054569
259330,"FIRST UNITED SCTY BK",1086168
259376,"POTTERS BK",0
259442,"MOUND CITY BK",2510428
259518,"NATIONAL CITY BK",1069778
259518,"NATIONAL CITY BK",1069125
259554,"RANGE BK COPPER COUNTRY NA",1139868
259554,"FIRST NB CALUMET-LAKE LINDEN",1139868
259554,"FIRST NB CALUMET-LAKE LINDEN",1121760
259657,"UNITED CENTRAL BK",1250035
259853,"CLEAR CREEK NB",0
259956,"STATE SVG BK OF MANISTIQUE",1137686
260055,"ALPINE BK",1061679
260149,"ODEBOLT ST BK",0
260336,"ABN-AMRO BK NV CHICAGO BR",0
260336,"ABN-AMRO BANK NV-CHICAGO BR",0
260354,"RICHARDSON CTY B&TC",1136616
260831,"BANK OF SOPERTON",1250736
260831,"BANK OF SOPERTON",1079816
260868,"SPIRIT OF TX BK SSB",3818390
260868,"FIRST BK",1106785
261070,"FIDELITY BK",2435437
261070,"FIDELITY B&TC",2435437
261146,"BANK OF MAGNOLIA",1095843
261258,"INDUSTRIAL ST BK",1050712
261360,"CITIZENS ST BK",2100089
261557,"TERRITORY BK",3043008
261557,"TERRITORY BK",1142224
261557,"TERRITORY NB",1142224
261632,"CONSUMER NB",0
261904,"FIRST BRANDON NB",3336906
261904,"FIRST BRANDON NB",0
261940,"FIRST NB IN GREEN FOREST",2619349
262013,"CHASE MANHATTAN BK DE",1039502
262059,"AVB BK",1057980
262059,"ARKANSAS VALLEY ST BK",1057980
262068,"COMMUNITY BK OF CENT CA",2263407
262068,"COMMUNITY BK OF CENTRAL CALIFO",2263407
262068,"BANK OF SALINAS",2263407
262237,"FIRST PORT CITY BK",1082601
262273,"PERPETUAL SVG BK",2395335
262349,"BANK ONE IL NA",1068294
262358,"AMERICAN ST BK",0
262358,"ARP ST BK",0
262451,"AMERICAN NB OF FREMONT",1065976
262741,"FARMERS B&TC",1246962
262844,"PEOPLES ST BK",1209499
262956,"PEOPLES ST BK OF MUNISING",3072017
262956,"PEOPLES ST BK OF MUNISING",0
262965,"FIRST FNCL BK NA",1102312
262965,"TEXAS NB",1102312
263243,"FIRST KENTUCKY BK INC",1096176
263243,"EXCHANGE BK",1096176
263346,"F&M BK PRAIRIE DU CHIEN",1205688
263346,"F&M BK PRAIRIE DU CHIEN",1204805
263551,"GLADEWATER NB",1427556
263627,"FIRST NB",3015612
263627,"FIRST NB",0
263627,"FIRST NB OF WAVERLY",0
263953,"FIRST NB",3194058
263953,"FIRST NB",0
264156,"CARNEY ST BK",0
264259,"BANK CO WESTERN SLOPE",1053272
264455,"FIRST ST BK",3072660
264455,"FIRST ST BK",3035227
264455,"FIRST ST BK",0
264558,"FREMONT NB&TC",1066209
264558,"FREMONT NB&TC",1020902
264941,"BANK OF ELMWOOD",1417221
265041,"BANK OF HARRISBURG",1132159
265041,"BANK OF HARRISBURG",1094864
265256,"BANK OF ST CHARLES COUNTY",1426812
265256,"BANK OF ST CHARLES COUNTY",1098068
265340,"FARMERS BK",3017700
265340,"FARMERS BK",0
265407,"LACONIA SVG BK",2545831
265452,"STOCKGROWERS ST BK",1064410
265452,"STOCKGROWERS ST BK MAPLE HILL",1064410
265676,"CENTRAL BK",0
265818,"KOREA EXCH BK NY BR",0
265948,"FIRST NB OELWEIN",1978713
265948,"MARQUETTE BK OELWEIN NA",1123193
265948,"FIRST NB OF OELWEIN",1123193
266066,"FIRST NB",1840351
266244,"STATE BK OF WATERLOO",0
266253,"ACB BK",1055708
266253,"ALFALFA CTY BK",1055708
266271,"TCF NB",2389941
266271,"TCF NB MN",2389941
266310,"LONG-TERM CREDIT BK NY BR",0
266440,"FIRST IA BK",1250482
266655,"FIRST NB&TC OF FULLERTON",1247811
266851,"FARMERS & MERCHANTS BK",2591539
266879,"COLONIAL CO-OP BK",0
266945,"MONTICELLO BKG CO",1097922
267072,"HILLSBOROUGH SVG BK SSB",2352945
267652,"SECURITY ST BK OF AITKIN",1125441
267737,"TIB BK",2457943
267737,"TIB BK OF THE KEYS",2457943
267755,"HERITAGE NB",1140154
267979,"AMERICAN INV BK NA",0
267979,"AMERICAN INV BK NA",1246083
268042,"REEDSBURG BK",1208308
268042,"REEDSBURG BK",2742694
268136,"CITIZENS BK OF SWAINSBORO",1976607
268257,"COMMUNITY BK",1134014
268341,"COMMERCIAL ST BK OF WATERLOO",1399587
268556,"BREMER BK NA",1121340
268734,"BROADWAY BK",3595422
268734,"BROADWAY BK",0
268828,"GRUNDY NB",2630193
268846,"VALLEY RIDGE BK",1399541
268976,"WINCHESTER CO-OP BK",0
269049,"CITY ST BK",2321428
269058,"ANNANDALE ST BK",0
269432,"MANUFACTURERS BK OF FLORIDA",2764696
269432,"MANUFACTURERS BK OF FL",2764696
269432,"MANUFACTURERS BK OF FL",0
269478,"EQUITABLE CO-OP BK",0
269656,"COUNTRYSIDE BK",1058286
269656,"COUNTRYSIDE BK",3101627
269656,"COUNTRYSIDE BK",0
269656,"STATE BK OF MERIDEN",0
269759,"FARMERS & MERCHANTS ST BK",1121984
269816,"FARMERS NB OF NEWVILLE",1117464
270036,"ORION BK",1249598
270036,"FIRST NB OF THE FLORIDA KEYS",1249598
270036,"FIRST NB OF THE FL KEYS",1249598
270148,"STATE BK OF WHITTINGTON",1140725
270241,"CHARTER BK",1923946
270241,"CHARTER BK",1140471
270335,"HABERSHAM BK",1086766
270353,"ARLINGTON ST BK",1123728
270465,"BANK OF SAN FRANCISCO",1118797
270465,"BANK OF SAN FRANCISCO",1029286
270504,"COMMUNITY NB",1115040
270531,"BRICKYARD BK",2447935
270652,"SECURITY ST BK",0
271136,"BANK OF LA",1247594
271136,"BANK OF LOUISIANA",1247594
271154,"STATE BK OF ALCESTER",1123737
271275,"DEAN CO-OP BK",0
271341,"PEOPLES BK",1099999
271529,"COUNTYBANK",3147625
271529,"COUNTYBANK",1076516
271529,"COUNTY BK",1076516
271556,"WEST CENTRAL BK",1827718
271631,"FARMERS & MRCH BK",1084128
271743,"WHITE HALL BK",1095928
271743,"WHITE HALL NB",1095928
271743,"WHITE HALL NB",0
271752,"BANK OF CUSHING & TC",0
271855,"FIRSTBANK OF TECH CTR",1060627
271855,"FIRSTBANK OF TECH CTR",1928165
272030,"PEOPLES BK OF TALBOTTON",0
272058,"STATE BK OF BELLINGHAM",1122132
272151,"GRANGER NB",1137257
272218,"WILMINGTON TC",1888193
272245,"FIRST ST BK",0
272254,"CYRIL ST BK",0
272272,"SOUTHERN MO B&TC",3266227
272272,"SOUTHERN MO B&TC",0
272302,"INSTITUTION SVG IN NEWBURYPORT",0
272357,"HAXTUN CMNTY BK",3216307
272357,"HAXTUN CMNTY BK",2052076
272469,"FIRST SCTY BK OF NEVADA",1120754
272469,"FIRST SCTY BK OF NEVADA",1024058
272870,"MEETINGHOUSE CO-OP BK",0
273046,"WELDON ST B&TC",1205389
273149,"FIRST NB",1100224
273149,"FIRST NB OF HOPE",1100224
273149,"FIRST NB OF HOPE",1426755
273251,"FIRST ST BK",1131880
273336,"BANK OF TAMPA",1246467
273523,"FIRST-KNOX NB",1142336
273523,"FIRST-KNOX NB OF MT VERNON",1142336
273550,"CITIZENS ST BK",2961226
273550,"CITIZENS ST BK",1063039
273653,"CONCORDE BK",2623551
273653,"STATE BK OF BLOMKEST",2623551
273662,"FIRST ST BK",1102451
273840,"COMMUNITY FIRST BK",3575264
273840,"FIRST NB OF MOUNT VERNON",3575264
273840,"FIRST NB OF MOUNT VERNON",1099953
273859,"FARMERS & MRCH BK",0
273907,"FIRST & OCEAN NB",1115330
274025,"MT VICTORY ST BK",2266873
274025,"MOUNT VICTORY ST BK",2266873
274052,"FARMERS & MRCH BK MOUND CITY",1051410
274164,"TEXAS STAR BK",1109553
274164,"FIRST NB",1109553
274379,"LAKEVIEW SB",0
274548,"NORTHWESTERN BK",1200348
274548,"NORTHWESTERN ST BK ORANGE CITY",1200348
274641,"H F GEHANT BKG CO",3366387
274641,"H F GEHANT BKG CO",0
274753,"CITY NB OF GREELEY",1065716
274829,"TRUPOINT BK",2227687
274829,"MINERS & MRCH B&TC",2227687
274856,"CITIZENS ST BK OF ARLINGTON",0
274931,"VILLAGE BK FL",1078332
275116,"FIRST NB OF GREENCASTLE",1118292
275255,"BANNER CTY BK",1067028
275358,"AMERICAN B&T",1131406
275358,"AMERICAN ST BK",1131406
275509,"COMMUNITY BK OF BERGEN CTY",0
275554,"CITIZENS BK OF TULSA",1050600
275602,"PEOPLES BK OF LITTLETON",1114502
275657,"FIRST ST BK",1059591
275750,"BREMER BK NA",1121340
275769,"BANK OF VERNON",1141384
275769,"BANK OF VERNON",0
276159,"UNITED NB",2411628
276355,"FIRST NB",1109357
276449,"STONE CITY BK OF BEDFORD",1098620
276449,"STONE CITY BK OF BEDFORD",1097342
276551,"FIRST NB OF HUGO",1998702
276551,"FIRST NB OF HUGO",1059818
276579,"ZIONS FIRST NB",1027004
276645,"AMERICAN ST BK",1144095
276654,"FIRST FARMERS & MRCH ST BK",1247576
276711,"HALIFAX NB",3485840
276711,"HALIFAX NB",0
276775,"MILTON SVG BK",0
276850,"SECURITY FIRST BK",3796902
276850,"SECURITY FIRST BK",2360454
276850,"SECURITY BK",2360454
276953,"COMMUNITY BK",0
277053,"FIRST ST BK OF HOTCHKISS",1065181
277053,"FIRST ST BK OF HOTCHKISS",1061866
277138,"UNITED CMNTY BK WHITE CTY",1249347
277138,"WHITE CTY BK",1249347
277240,"FIRST NATIONS BK",1889565
277240,"FIRST NATIONS BK WHEATON",1889565
277240,"FIRST NB OF WHEATON",1889565
277259,"HARTLAND BK NA",0
277277,"SLOVAK SVG BK",0
277558,"FIRST ST BK OF ST ROBERT",1099814
277558,"FIRST ST BK OF ST ROBERT",1119235
277567,"VISALIA CMNTY BK",0
277736,"PEOPLES BK OF S",0
277736,"PEOPLES NB OF LAFOLLETTE",0
277736,"PEOPLES NB OF LAFOLLETTE",1137789
277820,"PALMETTO ST BK",1076329
277950,"FIRST BK",1105818
278078,"WELLESLEY BK",0
278078,"WELLESLEY CO-OP BK",0
278153,"PEOPLES BK",3236912
278153,"PEOPLES ST BK",3236912
278153,"PEOPLES ST BK",0
278153,"PEOPLES ST BK",1133286
278256,"FARMERS ST BK OF OAKLEY",1248836
278555,"CENTRAL NB&TC",1051465
278733,"CITIZENS BK OF COCHRAN",1246252
278733,"CITIZENS BK OF COCHRAN",1078846
278733,"CITIZENS BK OF COCHRAN",1140707
278751,"WESTERN NB CASS LAKE",3271267
278751,"FIRST NB OF CASS LAKE",3271267
278751,"FIRST NB OF CASS LAKE",1921746
278751,"FIRST NB OF CASS LAKE",1123009
278818,"PEOPLES NB",1139541
278818,"PEOPLES NB OF SUSQUEHANNA CTY",1139541
278957,"AMFIRST BK NA",1059676
279105,"FLORENCE SVG BK",3367106
279105,"FLORENCE SVG BK",0
279253,"FIRST NB OF CHASKA",1123915
279338,"FIRST S BK",2349486
279338,"FIRST SOUTHERN BK",2349486
279673,"HOLBROOK CO-OP BK",0
279842,"RIVER BK",2486813
279927,"ANDERSON ST BK",1138197
279954,"CITIZENS ST BK OF CLARA CITY",1128134
279963,"EXTRACO BKS NA",1104923
280044,"BAYLAKE BK",1202708
280110,"KEYBANK NA",1068025
280110,"KEYBANK NAT ASSN",1068025
280138,"WEST CENT GA BK",1083998
280138,"WEST CENTRAL GEORGIA BK",1083998
280138,"WEST CENTRAL GA BK",1083998
280352,"FIRST AMER BK",2209030
280558,"FIRST NB OF COKATO",1125320
280624,"SAINT MICHAELS BK",1072442
280950,"UNION SVG BK",1247651
281144,"EDENS BK",1209305
281210,"NATIONAL BK OF DELAWARE CTY WA",1250660
281210,"NATIONAL BK OF DELAWARE COUNTY",1250660
281210,"NATIONAL BANK OF DE CTY",1250660
281247,"PEOPLES BK",1250428
281416,"SUN BK",1117718
281751,"PEOPLES ST BK OF COMFREY",1128451
281845,"AMERICAN ST BK",1399514
281854,"HARLINGEN NB",1103430
282048,"PEOPLES B&TC",1096420
282048,"PEOPLES B&TC",1249011
282141,"F&M BK-WI",1205688
282141,"F&M BK NORTHEAST",1205688
282141,"F&M BK NORTHEAST",1204805
282208,"ABINGTON SVG BK",2521741
282226,"FARMERS & MRCH BK OF SC",1137426
282329,"YADKIN VALLEY B&TC",3432965
282329,"YADKIN VALLEY B&TC",0
282552,"KIRK ST BK",0
282552,"KIRK ST BK",1051773
282824,"ELDERTON ST BK",3631012
282824,"ELDERTON ST BK",0
283054,"HERITAGE BK",1142055
283157,"STATE BK OF DANVERS",3042841
283157,"STATE BK OF DANVERS",0
283438,"LIBERTY B&TC",1130548
283643,"FIRSTAR BANK KY",2724645
283643,"MERCANTILE BK",2724645
283643,"MERCANTILE BK",1094211
283652,"TRIAD BK NA",1129690
283737,"FIRST NB OF TN",0
283737,"FIRST NB OF THE CUMBERLANDS",0
283737,"FIRST NB OF THE CUMBERLANDS",1132467
283858,"STATE BK OF DELANO",1125021
283867,"WALLIS ST BK",2693956
283867,"WALLIS ST BK",0
284154,"FREEDOM BK OKLAHOMA",0
284154,"FIRST BK OF TURLEY",0
284239,"BANK OF PERRY CTY",0
284248,"FIRST BK",3552724
284248,"FIRST BK",1357185
284248,"FIRST BK TOMAH",1357185
284257,"FIRST NB OF ONAGA",1058165
284257,"FIRST NB OF ONAGA",1067916
284332,"FIRST CMNTY BK OF TIFTON",1078846
284332,"FIRST CMNTY BK OF TIFTON",1140707
284408,"FIRST ST BK CANISTEO NY",1143623
284408,"FIRST ST BK CANISTEO NY",2645722
284556,"STOCKMANS BANK",1057216
284743,"POSTVILLE ST BK",2208033
284743,"POSTVILLE ST BK",1133941
284819,"HARLEYSVILLE NB&TC",1117192
284958,"FIRST ST BK",2684589
285151,"COLORADO B&TC OF LA JUNTA",0
285348,"STATE BK",1246328
285544,"CAPITAL NB",1247334
285553,"SECURITY ST BK",1127771
285740,"PADUCAH B&TC",1099908
285759,"OKLAHOMA ST BK",1059797
285777,"NOKOMIS SB",0
285852,"FIRST OPTION BK",1053777
285928,"PEOPLES BK",2916020
285928,"PEOPLES BK",0
285928,"PEOPLES BK OF IVA",0
285937,"BANK OF TOCCOA",1081921
286242,"UNION PLANTERS BK KY NA",1094369
286251,"BANK OF VICI",1055605
286457,"PARK ST BK",2359887
286466,"HORIZON CAP BK",0
286840,"STATE SVG BK",1210002
286952,"MIDSOUTH BK TX NA",1086654
286952,"MIDSOUTH BK",1086654
286952,"LAMAR BK",1086654
286952,"LAMAR BK",1108118
287007,"PUTNAM COUNTY NB OF CARMEL",0
287155,"FIRST BK OF HASKELL",2052777
287324,"CAROLINA ST BK",3136973
287324,"CAROLINA ST BK",1140033
287342,"READLYN SVG BK",1139327
287351,"COMMUNITY BK RED RIVER VALLEY",1128358
287351,"RURAL AMER BK",1128358
287445,"HARRIS BK WOODSTOCK",1231333
287539,"CHICAGO CMNTY BK",1204627
287650,"FARMERS ST BK",1142046
287856,"AMERICAN BK",0
287904,"FLEET BK NH",1113514
287922,"PEOPLES SVG BK",3213892
287922,"PEOPLES SVG BK",0
287959,"KANSAS ST BK",1056769
288107,"BANK OF NOVA SCOTIA BOSTON BR",0
288107,"BANK OF NOVA SCOTIA",0
288152,"FIRST NB OF FREDERICK",0
288358,"FIRST NB&TC",2072252
288376,"PINNACLE BK",2520605
288554,"STATE BK OF EDGERTON",1247558
288750,"FIRST NB",1056330
288750,"FIRST NB",1060029
288853,"FIRSTBANK OF COLORADO",1060627
288853,"FIRSTBANK OF COLORADO",1928165
289056,"FIRST NB OF NORWAY",1871588
289065,"CITY NB",1357130
289225,"UNION BKG CO",1071614
289449,"FARMERS SVG BK",0
289515,"FARMERS & MERCHANTS TR CO OF",1118238
289515,"FARMERS & MRCH TC OF CHMRSBRG",1118238
289542,"OLD SECOND BK YORKVILLE",1206911
289542,"YORKVILLE NB",1206911
289702,"NORWAY SVG BK",2835475
289702,"NORWAY SVG BK",0
289739,"GUARANTY B&TC",1083158
289757,"MERCHANTS ST BK",1363908
290052,"EMPIRE BK",1094314
290230,"FIRST NB OF MANCHESTER",1085488
290249,"WAUKESHA ST BK",0
290838,"CITIZENS BK VALLEY HEAD",1417191
290847,"WYOMING B&TC",1095058
290847,"WYOMING B&TC",1201354
290922,"NATIONAL BK OF ADAMS CTY",0
291059,"BANK OF HYDRO",1057168
291152,"FIRSTBANK OF LAKEWOOD",1060627
291152,"FIRSTBANK OF LAKEWOOD",1928165
291246,"RIPPEY SVG BK",0
291273,"GEAUGA SVG BK",0
291330,"FIRST BK",1918755
291611,"HAMLIN B&TC",0
291732,"FARMERS & MRCH BK",0
291910,"GLOUSTER CMNTY BK",1071502
292234,"FIRST FNCL BK",3340556
292234,"FIRST FNCL BK",2376567
292234,"FIRST ST BK OF BIBB CTY",2376567
292467,"POINTWEST BK",1105359
292467,"WEST B&TC",1105359
292524,"FOUR OAKS B&TC",2557405
292645,"DUBOIS COUNTY BK",1098303
292711,"MALAYAN BKG BERHAD NY BR",0
292850,"FIRST NB OF WAKEFIELD",1128321
292908,"EVANS BK NA",1401190
292908,"EVANS NB",1401190
293026,"OMNI NB",2868071
293026,"UNITED NB",2868071
293026,"UNITED NB",0
293053,"COMMUNITY NB",2868950
293053,"COMMUNITY NB",0
293352,"ADRIAN ST BK",1125254
293437,"CITIZENS BK OF WINFIELD",1833616
293549,"RIVER VALLEY B&T",1491360
293558,"HERITAGE BK OF ST JOSEPH",1135075
293651,"CAMPBELL COUNTY BK",0
293736,"VANGUARD B&TC",1078846
293736,"VANGUARD B&TC",1140707
293754,"STATE BK OF SW MO",1404678
293941,"F&M BK WAUSHARA CTY",1205688
293941,"F&M BK WAUSHARA CTY",1204805
294023,"FIRST ST BK OF ADAMS CTY",2376941
294041,"PEOPLES BK & LC",1096439
294153,"MINER COUNTY BK",0
294256,"METROPOLITAN NB",3149339
294256,"METROPOLITAN NB",1095254
294331,"FIRST NB OF ALACHUA",1083840
294359,"WELEETKA ST BK",2052777
294564,"FIRST B&TC",2410854
294751,"CITY NB&TC",1053713
294779,"TIMBERLAND BK",2621548
294779,"TIMBERLAND SVG BK SSB",2621548
294809,"WARREN FIVE CENTS SVG BK",1250361
294827,"PIONEER CMNTY BK",2356514
294827,"BANK OF IAEGER",2356514
294872,"BANK ONE UT NA",1068294
295011,"GREENVILLE NB",1071566
295057,"SECURITY BK MN",2728438
295356,"FIRST MTN BK",1998702
295356,"FIRST MTN BK",1065819
295552,"FRANKLIN BK SSB",0
295628,"WAYNE CTY NB",1137592
295628,"WAYNE CTY NB OF WOOSTER",1137592
295637,"CITIZENS NB",3374690
295637,"CITIZENS NB",1208492
295646,"FARMERS ST BK",0
295758,"FARMERS & MERCHANTS ST BK",3613504
295758,"FARMERS & MERCHANTS ST BK",3483127
295758,"FARMERS & MERCHANTS ST BK",2235598
295758,"FARMERS & MERCHANTS ST BK",3157343
295833,"WEST COAST GUARANTY BK NA",1070288
296102,"CITIZENS SVG B&TC",1114940
296102,"CITIZENS SVG B&TC",0
296362,"BBVA BANCOMER SA LA AGY",0
296362,"BANCOMER SA LA AGY",0
296438,"COASTAL CMNTY BK",3058909
296438,"APALACHICOLA ST BK",3058909
296438,"APALACHICOLA ST BK",2866620
296438,"APALACHICOLA ST BK",0
296447,"CITIZENS BK OF THE OZARKS",2700368
296456,"FIRSTBANK",1133370
296456,"FIRST NB",1133370
296559,"COMMERCIAL BK",0
296652,"TOWN & COUNTRY BK",1128143
296661,"AUSTIN BK WHITEHOUSE TX NA",1108350
296755,"CITIZENS ST BK",3647572
296755,"CITIZENS ST BK",0
296858,"FIRST NB OF LINDSAY",1917897
296933,"BANK OF HUNTLAND",1078332
296933,"BANK OF HUNTLAND",1086186
297042,"FORTRESS BK",1208308
297042,"FORTRESS BK WESTBY",1208308
297042,"FORTRESS BK WESTBY",2461623
297051,"PATRIOTS BK",1057896
297051,"KANSAS ST BK",1057896
297257,"BANK",0
297257,"BANK",1132122
297257,"NORTEX ST BK",0
297435,"LEWIS CTY BK",1140341
297453,"FIRSTBANK OF LITTLETON",1060627
297453,"FIRSTBANK OF LITTLETON",1928165
297547,"ROWLEY SVG BK",1201701
297631,"FIRST ST BK OF ARCADIA",1081239
297631,"FIRST ST BK OF ARCADIA",1081583
297734,"PEOPLES ST BK MANSFIELD",1206760
297734,"PEOPLES ST BK MANSFIELD",1900134
297743,"NATIONAL ST BK OF METROPO",1099926
297761,"MONTEREY CTY BK",2349888
297967,"CANADIAN IMPERIAL BK LA AGY",0
298030,"COMMUNITY B&TC JACKSON",1081873
298049,"IOWA ST BK",1203488
298058,"UNITED VALLEY BK",1140211
298058,"ARGYLE ST BK",1126886
298124,"SPARKS ST BK",1072442
298133,"SUNTRUST BK MID-FL NA",1131787
298218,"WATERTOWN SVG BK",0
298245,"CITY NB OF METROPOLIS",1129672
298254,"UMB BK NORTHWEST",1049828
298469,"CALYON LA BR",0
298469,"CREDIT LYONNAIS LA BR",0
298955,"HERITAGE BK",1052220
299046,"BOONE COUNTY NB OF COLUMBIA",1094314
299055,"BRYAN CTY NB",2996648
299055,"BRYAN CTY NB",1055137
299158,"BANK OF PERRY",1948435
299251,"FIRST ST BK OF ASHBY",1127539
299644,"BANK IA",1202762
299644,"BANK IA",0
299644,"FARMERS ST BK",0
299653,"ATWATER ST BK",1133549
299868,"COMMUNITY CMRC BK",0
300009,"PASSUMPSIC SVG BK",2337081
300036,"HOMESTAR BK & FS",1209088
300036,"HOMESTAR BK",1209088
300063,"OMNI BK NA",0
300157,"VALLEY EXCHANGE BK",1122468
300250,"COMMUNITY BK NA",2827313
300250,"FIRST NB",2827313
300250,"FIRST NB",1054514
300353,"SHAMROCK BK NA",2996648
300353,"FIRST NB IN COALGATE",1055137
300371,"FIRST CMNTY B&T",1209109
300371,"FIRST CMNTY B&T",1998551
300456,"PIQUA ST BK",1058389
300531,"COASTAL BK OF GA",1078846
300531,"COASTAL BK OF GEORGIA",1078846
